geometry,amenity
POINT (-87.6320417 41.8778674),restaurant
POINT (-87.6297237 41.8805838),cafe
POINT (-87.6301501 41.8804325),bar
POINT (-87.6972661 41.9271555),restaurant
POINT (-87.6972987 41.9273018),bar
POINT (-87.6481327 41.8866236),restaurant
POINT (-87.6886861 41.9682834),restaurant
POINT (-87.6501894 41.8829431),restaurant
POINT (-87.7229203 41.9560333),restaurant
POINT (-87.6602706 41.9816446),restaurant
POINT (-87.8438546 41.9780852),restaurant
POINT (-87.6612876 42.0057005),cafe
POINT (-87.6610302 42.0024237),restaurant
POINT (-87.6819953 41.953919),restaurant
POINT (-87.5831085 41.7911116),cafe
POINT (-87.6257014 41.8770858),cafe
POINT (-87.6246779 41.8810315),cafe
POINT (-87.6248302 41.8849122),cafe
POINT (-87.6251175 41.8939744),restaurant
POINT (-87.6694077 41.9031272),bar
POINT (-87.6709526 41.9034613),cafe
POINT (-87.6727572 41.9034569),restaurant
POINT (-87.6769208 41.9033863),restaurant
POINT (-87.6777671 41.9030292),restaurant
POINT (-87.6412288 41.8543942),restaurant
POINT (-87.6414767 41.8540815),restaurant
POINT (-87.7006261 41.8762703),restaurant
POINT (-87.6566736 41.8315361),
POINT (-87.6433899 41.8791086),restaurant
POINT (-87.7091953 41.9299936),restaurant
POINT (-87.6467179 41.8306362),restaurant
POINT (-87.6743451 41.954394),restaurant
POINT (-87.674807 41.9543706),cafe
POINT (-87.6753711 41.9540151),restaurant
POINT (-87.6764909 41.9540383),restaurant
POINT (-87.668957 41.9046904),restaurant
POINT (-87.7069302 41.858899),cafe
POINT (-87.7286257 41.7787451),restaurant
POINT (-87.6964788 41.7864823),restaurant
POINT (-87.6506788 41.8717846),cafe
POINT (-87.6426376 41.8889001),restaurant
POINT (-87.6704715 41.9541008),restaurant
POINT (-87.73406 41.9641155),restaurant
POINT (-87.6411831 41.8962617),cafe
POINT (-87.687353 41.9228996),cafe
POINT (-87.6351044 41.8945593),restaurant
POINT (-87.6620929 41.8923595),restaurant
POINT (-87.667137 41.8998957),restaurant
POINT (-87.6770501 41.9035945),cafe
POINT (-87.6410777 41.8843018),cafe
POINT (-87.5867408 41.7725524),restaurant
POINT (-87.6676806 41.9732739),bar
POINT (-87.6896814 41.8011738),restaurant
POINT (-87.7066737 41.7935747),restaurant
POINT (-87.7063878 41.7935744),restaurant
POINT (-87.7055774 41.7937455),restaurant
POINT (-87.6289565 41.8727257),restaurant
POINT (-87.651859 41.8868801),restaurant
POINT (-87.6360476 41.899178),bar
POINT (-87.7582193 41.8950475),cafe
POINT (-87.624674 41.8754229),restaurant
POINT (-87.6247991 41.8755414),bar
POINT (-87.664038 41.9250415),restaurant
POINT (-87.6606553 41.9955043),restaurant
POINT (-87.6671094 41.7140287),restaurant
POINT (-87.5510515 41.7294305),restaurant
POINT (-87.6666661 41.8894171),restaurant
POINT (-87.5843219 41.7997516),cafe
POINT (-87.6604271 41.9995805),restaurant
POINT (-87.7514017 41.9245255),restaurant
POINT (-87.6700948 41.9971631),bar
POINT (-87.6702315 41.9976468),bar
POINT (-87.675791 41.9689458),cafe
POINT (-87.664767 41.9250865),cafe
POINT (-87.6617799 41.924883),cafe
POINT (-87.674565 42.017788),cafe
POINT (-87.6195344 41.8874781),restaurant
POINT (-87.6197123 41.8872505),bar
POINT (-87.6538577 41.8853765),bar
POINT (-87.6526161 41.8853972),bar
POINT (-87.6484308 41.8851491),cafe
POINT (-87.6314136 41.8782961),restaurant
POINT (-87.6630345 41.869456),cafe
POINT (-87.6635353 41.8691251),bar
POINT (-87.6630217 41.8691432),bar
POINT (-87.7102878 41.8956549),restaurant
POINT (-87.6637401 41.946927),restaurant
POINT (-87.6477575 41.9084003),cafe
POINT (-87.6692919 41.9540955),cafe
POINT (-87.6685222 41.9286352),restaurant
POINT (-87.6513379 41.9274987),cafe
POINT (-87.6644423 41.8962819),restaurant
POINT (-87.6318364 41.8520566),cafe
POINT (-87.535111 41.7152825),restaurant
POINT (-87.5366672 41.7025748),restaurant
POINT (-87.6673381 41.9687977),restaurant
POINT (-87.7153615 41.9901256),restaurant
POINT (-87.6211373 41.8923777),restaurant
POINT (-87.6521412 41.9088411),restaurant
POINT (-87.6337411 41.9039745),restaurant
POINT (-87.6592941 41.9837979),restaurant
POINT (-87.6550091 41.9835986),bar
POINT (-87.6520924 41.8891165),restaurant
POINT (-87.6601369 41.9780323),cafe
POINT (-87.6294317 41.8737906),restaurant
POINT (-87.64893 41.9201141),restaurant
POINT (-87.624932 41.8794348),restaurant
POINT (-87.6441211 41.937179),restaurant
POINT (-87.7198897 41.8442098),restaurant
POINT (-87.7088192 41.9644914),restaurant
POINT (-87.6494348 41.9401136),restaurant
POINT (-87.6282493 41.890312),restaurant
POINT (-87.628246 41.8902027),cafe
POINT (-87.6245918 41.8915682),cafe
POINT (-87.7120749 41.9930875),restaurant
POINT (-87.6350878 41.8799341),restaurant
POINT (-87.6351173 41.8804995),restaurant
POINT (-87.6673743 41.8680043),
POINT (-87.6352989 41.9032509),cafe
POINT (-87.6542837 41.8865381),restaurant
POINT (-87.6679562 41.8795856),bar
POINT (-87.5349805 41.7025641),cafe
POINT (-87.6523766 41.869643),restaurant
POINT (-87.6845191 41.9102425),restaurant
POINT (-87.6772582 41.9100474),cafe
POINT (-87.6846094 41.9102328),restaurant
POINT (-87.6861584 41.9102082),restaurant
POINT (-87.6772852 41.8994543),restaurant
POINT (-87.6773421 41.899654),cafe
POINT (-87.6495557 41.8857591),bar
POINT (-87.6496568 41.8857633),bar
POINT (-87.6414049 41.853961),cafe
POINT (-87.6331025 41.8534866),restaurant
POINT (-87.6652413 41.8877445),cafe
POINT (-87.633326 41.8534051),restaurant
POINT (-87.6326395 41.8530324),restaurant
POINT (-87.6308365 41.8739612),restaurant
POINT (-87.6262247 41.8738787),restaurant
POINT (-87.6440144 41.8379329),restaurant
POINT (-87.6794186 41.9433358),restaurant
POINT (-87.6485197 41.8872184),cafe
POINT (-87.6697488 41.8910777),restaurant
POINT (-87.6540451 41.9215974),cafe
POINT (-87.6199775 41.8911811),restaurant
POINT (-87.6729454 41.8336613),restaurant
POINT (-87.7173333 41.9522905),restaurant
POINT (-87.6512902 41.8369437),restaurant
POINT (-87.7618273 41.9530788),cafe
POINT (-87.6872548 41.9669048),cafe
POINT (-87.6247217 41.882622),restaurant
POINT (-87.6711026 41.8520994),restaurant
POINT (-87.6519478 41.8871942),restaurant
POINT (-87.6171331 41.8872638),restaurant
POINT (-87.6744893 41.8962673),cafe
POINT (-87.7936085 41.7923595),restaurant
POINT (-87.6223522 41.801709),restaurant
POINT (-87.6614283 41.9649957),restaurant
POINT (-87.6304681 41.8547443),restaurant
POINT (-87.6685113 41.9035421),cafe
POINT (-87.6504443 41.9060607),cafe
POINT (-87.6534908 41.8858059),restaurant
POINT (-87.6520069 41.8870524),bar
POINT (-87.6293111 41.9017087),cafe
POINT (-87.6276623 41.9014256),restaurant
POINT (-87.6277904 41.9017317),restaurant
POINT (-87.6985689 41.9237812),restaurant
POINT (-87.635517 41.8972824),bar
POINT (-87.651976 41.8852429),restaurant
POINT (-87.6519911 41.8868771),restaurant
POINT (-87.7085941 41.9662632),cafe
POINT (-87.6263908 41.8809875),restaurant
POINT (-87.6289593 41.8728693),bar
POINT (-87.5957588 41.785815),restaurant
POINT (-87.6374754 41.8384445),restaurant
POINT (-87.6386813 41.8514721),restaurant
POINT (-87.6386498 41.8787128),cafe
POINT (-87.6543565 41.8378257),restaurant
POINT (-87.6455797 41.8381715),restaurant
POINT (-87.6632704 41.9329736),restaurant
POINT (-87.632255 41.8549554),restaurant
POINT (-87.6318557 41.8515082),restaurant
POINT (-87.6241593 41.8589458),restaurant
POINT (-87.7095975 41.9460841),restaurant
POINT (-87.8026178 41.909231),cafe
POINT (-87.7028157 41.8429465),cafe
POINT (-87.6329984 41.8531236),restaurant
POINT (-87.6320684 41.8779887),
